Firm Name,Address Line 1,City,State,Zip Code,Country,Firm URL
"Boris Marks, AIA Architect",10508 Wilkins Ave,Los Angeles,CA,90024-6032,UNITED STATES,
BORO Architects LLC,"68 Jay St , Ste 411",Brooklyn,NY,11201-8368,UNITED STATES,www.boro-architects.com
"Borrelli & Partners, Inc.","2600 S Douglas Rd , Ste 801",Coral Gables,FL,33134-6149,UNITED STATES,www.borrelliarchitects.com
"Borrelli + Partners, Inc.",720 Vassar St,Orlando,FL,32804-4921,UNITED STATES,www.borrelliarchitects.com
Borsuk Company Architects,2815 Grayson Ave,Venice,CA,90291-4647,UNITED STATES,
Boss & Agnew Architects,PO Box 6048,Ketchum,ID,83340-6048,UNITED STATES,
Boss Architecture LLC,1252 Glen Ave,Wahiawa,HI,96786-2432,UNITED STATES,www.bossarch.design
BOSS.architecture,3300 E 17th Ave,Denver,CO,80206,UNITED STATES,www.bossarch.com
"BOSS.architecture, LLC",3300 E 17th Ave,Denver,CO,80206,UNITED STATES,www.bossarch.com
Boston Redevelopment Authority,"1 City Hall Sq Fl 9, City Hall, 9Th Floor",Boston,MA,02201-1007,UNITED STATES,www.bostonplans.org
"Bostwick Architects, LLC","630 Main St, Ste A",Cromwell,CT,06416,UNITED STATES,www.bostwick-hopper.com
Bostwick Design Partnership,2729 Prospect Ave E,Cleveland,OH,44115-2605,UNITED STATES,www.bostwickdesign.com/
Bostwick Design Partnership,4000 Lovell Place,Erie,PA,16503,UNITED STATES,www.bostwickdesign.com/
"Bosworth Hoedemaker, LLC",6113 13Th Ave S,Seattle,WA,98108-2705,UNITED STATES,www.hoedemakerpfeiffer.com
BOS|UA,"67 Kemble Street, Studio 3.4",Boston,MA,02119,UNITED STATES,www.bos-ua.com
Botelho Wood Architects,8 South Road,Smiths,,FL-05,UNITED KINGDOM,
"Botesch, Nash & Hall Architects, P.S",2727 Oakes Ave,Everett,WA,98201-3627,UNITED STATES,www.bnharch.com
"Botta Sferrazza Architect, PC",7 Toilsome Ln,East Hampton,NY,11937-2437,UNITED STATES,www.bnsarchitects.com
"Botticelli & Pohl, P.C.","25 Washington St , Unit 1",Nantucket,MA,02554-3872,UNITED STATES,www.botticelliandpohl.com
Boucher Design Group Architecture & Planning,"6802 Mapleridge St , Ste 200",Bellaire,TX,77401-3947,UNITED STATES,www.bdgap.com
"Boucher Design Group, LLC","6802 Mapleridge St , Ste 200",Bellaire,TX,77401-3947,UNITED STATES,www.bdgap.com
"Boulder Associates, Inc.",1651 Alhambra Blvd Ste 120,Sacramento,CA,95816-7041,UNITED STATES,www.boulderassociates.com
"Boulder Associates, Inc.",307 W Tremont Ave Ste 200,Charlotte,NC,28203,UNITED STATES,
